sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
chr8:110221668-110221691	FTSJD1	147.91	76.876	147.91	76.876	-0.93522	2523.2	1985.8	1.598	0.055027	0.94497	0.11005	0.28007	False
chr12:112496899-112496922	A530016L24RIK	78.307	34.167	78.307	34.167	-1.1732	974.17	784.32	1.5977	0.055057	0.94494	0.11011	0.28007	False
chr9:15294438-15294461	4931406C07RIK	123.99	61.691	123.99	61.691	-0.99545	1940.4	1533.4	1.5974	0.05509	0.94491	0.11018	0.28008	False
chr19:10517203-10517226	SDHAF2	6.5256	14.236	6.5256	14.236	1.0176	29.728	23.33	1.5964	0.93945	0.06055	0.1211	0.29827	True
chr11:87140487-87140510	TRIM37	6.5256	14.236	6.5256	14.236	1.0176	29.728	23.33	1.5964	0.93945	0.06055	0.1211	0.29827	True
chr6:71761404-71761427	REEP1	160.96	85.418	160.96	85.418	-0.90628	2853.7	2248.1	1.5962	0.055217	0.94478	0.11043	0.28057	False
chr8:83668317-83668340	PTGER1	10.876	21.829	10.876	21.829	0.94282	59.984	47.112	1.5958	0.94142	0.058584	0.11717	0.29203	True
chr6:57843937-57843960	VMN1R21	65.256	104.4	65.256	104.4	0.66975	766.11	601.92	1.5955	0.94448	0.055519	0.11104	0.28149	True
chr11:49261216-49261239	MGAT1	140.3	72.131	140.3	72.131	-0.95022	2323.5	1837.7	1.5947	0.055391	0.94461	0.11078	0.28125	False
chr6:24634596-24634619	WASL	66.344	27.524	66.344	27.524	-1.2394	753.5	616.52	1.5945	0.055412	0.94459	0.11082	0.28125	False
chr5:107723347-107723370	GFI1	44.592	16.134	44.592	16.134	-1.4119	404.9	347.24	1.594	0.055473	0.94453	0.11095	0.2814	False
chr2:163825193-163825216	WISP2	73.957	116.74	73.957	116.74	0.65145	915.11	721.8	1.5924	0.94418	0.055817	0.11163	0.28194	True
chr7:103716786-103716809	OLFR243	207.73	116.74	207.73	116.74	-0.82607	4139.9	3271	1.5922	0.055671	0.94433	0.11134	0.28183	False
chr6:122850417-122850440	C3AR1	217.52	123.38	217.52	123.38	-0.81299	4431	3500.4	1.5921	0.055679	0.94432	0.11136	0.28183	False
chrX:136140037-136140060	BEX4	153.35	80.672	153.35	80.672	-0.9183	2641.1	2093.8	1.5917	0.055725	0.94428	0.11145	0.2819	False
chr4:144715299-144715322	GM13178	38.066	64.538	38.066	64.538	0.74642	350.38	276.61	1.5917	0.94365	0.056354	0.11271	0.28335	True
chr17:46220804-46220827	XPO5	157.7	83.52	157.7	83.52	-0.90896	2751.5	2181.5	1.5913	0.055768	0.94423	0.11154	0.28194	False
chr18:35979962-35979985	PSD2	52.205	85.418	52.205	85.418	0.69977	551.55	435.84	1.5909	0.94384	0.056164	0.11233	0.28273	True
chr13:21715747-21715770	HIST1H2BL	69.606	29.422	69.606	29.422	-1.2147	807.4	660.99	1.5908	0.055823	0.94418	0.11165	0.28194	False
chr7:31125087-31125110	SCN1B	238.18	137.62	238.18	137.62	-0.78701	5056.8	4001.3	1.5905	0.055858	0.94414	0.11172	0.28196	False
chr4:86662177-86662200	PLIN2	117.46	57.894	117.46	57.894	-1.0082	1774.1	1416.7	1.5901	0.055912	0.94409	0.11182	0.28207	False
chr9:75445531-75445554	LEO1	9.7884	19.931	9.7884	19.931	0.95615	51.435	40.713	1.5895	0.9403	0.0597	0.1194	0.29551	True
chr8:110221361-110221384	FTSJD1	9.7884	19.931	9.7884	19.931	0.95615	51.435	40.713	1.5895	0.9403	0.0597	0.1194	0.29551	True
chr8:88627754-88627777	SNX20	60.906	24.676	60.906	24.676	-1.2696	656.28	544.67	1.5892	0.05601	0.94399	0.11202	0.28242	False
chr7:108124975-108124998	OLFR484	389.36	244.86	389.36	244.86	-0.66694	10440	8271.1	1.5889	0.056043	0.94396	0.11209	0.28243	False
chr6:72423962-72423985	GGCX	106.58	51.251	106.58	51.251	-1.042	1530.9	1229.2	1.5881	0.056135	0.94386	0.11227	0.28273	False
chr1:59913608-59913631	FAM117B	20.664	5.6945	20.664	5.6945	-1.6943	112.05	115.83	1.5872	0.056238	0.94376	0.11248	0.28294	False
chr7:43411078-43411101	SIGLECG	85.92	38.913	85.92	38.913	-1.1228	1104.9	897.68	1.5859	0.05638	0.94362	0.11276	0.28335	False
chr3:59747306-59747329	GM5538	29.365	51.251	29.365	51.251	0.78303	239.49	190.81	1.5844	0.94248	0.057521	0.11504	0.28845	True
chr5:108673816-108673839	SLC26A1	29.365	51.251	29.365	51.251	0.78303	239.49	190.81	1.5844	0.94248	0.057521	0.11504	0.28845	True
chr8:95633757-95633780	GINS3	40.241	14.236	40.241	14.236	-1.4366	338.13	299.59	1.5802	0.057028	0.94297	0.11406	0.28645	False
chr7:104587906-104587929	OLFR654	237.1	137.62	237.1	137.62	-0.78044	4948	3974.4	1.5786	0.057209	0.94279	0.11442	0.2872	False
chr18:38251377-38251400	0610009O20RIK	47.854	78.774	47.854	78.774	0.70744	478.02	384.43	1.577	0.94218	0.057822	0.11564	0.28933	True
chr2:34948372-34948395	TRAF1	87.008	39.862	87.008	39.862	-1.1069	1111.4	914.28	1.5754	0.057583	0.94242	0.11517	0.28845	False
chrX:101084094-101084117	SLC7A3	87.008	39.862	87.008	39.862	-1.1069	1111.4	914.28	1.5754	0.057583	0.94242	0.11517	0.28845	False
chr13:70791870-70791893	ADAMTS16	213.17	121.48	213.17	121.48	-0.80617	4203.2	3397.8	1.5739	0.05775	0.94225	0.1155	0.28913	False
chr9:114709202-114709225	DYNC1LI1	23.927	42.709	23.927	42.709	0.81021	176.38	142.57	1.573	0.9408	0.059197	0.11839	0.29397	True
chr4:150088072-150088095	GPR157	23.927	42.709	23.927	42.709	0.81021	176.38	142.57	1.573	0.9408	0.059197	0.11839	0.29397	True
chr9:38723855-38723878	VWA5A	32.628	55.996	32.628	55.996	0.7612	273.04	221.81	1.5691	0.94084	0.059159	0.11832	0.29397	True
chr7:137387631-137387654	9430038I01RIK	176.19	96.807	176.19	96.807	-0.8573	3150.9	2567.3	1.5688	0.05835	0.94165	0.1167	0.29172	False
chr14:99098738-99098761	DIS3	105.5	51.251	105.5	51.251	-1.0273	1471.3	1210.9	1.5686	0.058367	0.94163	0.11673	0.29172	False
chr2:167484387-167484410	SPATA2	56.555	22.778	56.555	22.778	-1.2753	570.44	489.28	1.5683	0.058406	0.94159	0.11681	0.29172	False
chrX:74021016-74021039	IRAK1	225.13	130.02	225.13	130.02	-0.78733	4522.8	3682.4	1.5681	0.058426	0.94157	0.11685	0.29172	False
chr9:110450708-110450731	KLHL18	80.482	125.28	80.482	125.28	0.63206	1003.4	816.21	1.568	0.94142	0.05858	0.11716	0.29203	True
chr7:13401264-13401287	CABP5	137.04	71.182	137.04	71.182	-0.93536	2168.5	1775.4	1.5675	0.058493	0.94151	0.11699	0.29189	False
chr2:155834720-155834743	FAM83C	28.278	49.353	28.278	49.353	0.78227	222.08	180.82	1.5673	0.94042	0.059581	0.11916	0.29524	True
chr2:79354981-79355004	CERKL	68.519	29.422	68.519	29.422	-1.1923	764.29	646.05	1.5658	0.058696	0.9413	0.11739	0.29238	False
chr6:91989049-91989072	FGD5	181.63	100.6	181.63	100.6	-0.84597	3282.6	2684.6	1.5656	0.058717	0.94128	0.11743	0.29238	False
chr4:155891200-155891223	PUSL1	78.307	35.116	78.307	35.116	-1.1348	932.73	784.32	1.5626	0.059078	0.94092	0.11816	0.29385	False
chr7:23418468-23418491	NLRP5	95.709	45.556	95.709	45.556	-1.0547	1257.6	1050.5	1.5598	0.059407	0.94059	0.11881	0.29463	False
chr11:97038857-97038880	LRRC46	95.709	45.556	95.709	45.556	-1.0547	1257.6	1050.5	1.5598	0.059407	0.94059	0.11881	0.29463	False
chr1:160930247-160930270	RC3H1	126.16	64.538	126.16	64.538	-0.95626	1898.7	1572.9	1.5596	0.059426	0.94057	0.11885	0.29463	False
chr3:93014639-93014662	CRCT1	17.402	32.269	17.402	32.269	0.85435	110.52	90.886	1.5595	0.93847	0.06153	0.12306	0.30178	True
chr2:181382681-181382704	LIME1	22.84	40.811	22.84	40.811	0.81052	161.48	133.46	1.5556	0.93862	0.061378	0.12276	0.30134	True
chr19:10417988-10418011	SYT7	89.183	41.76	89.183	41.76	-1.0766	1124.5	947.76	1.5551	0.059956	0.94004	0.11991	0.29652	False
chr3:116641852-116641875	HIAT1	122.9	62.64	122.9	62.64	-0.96116	1815.6	1513.7	1.555	0.059969	0.94003	0.11994	0.29652	False
chr12:112496890-112496913	A530016L24RIK	308.88	189.82	308.88	189.82	-0.69951	7087.7	5872.4	1.5539	0.060104	0.9399	0.12021	0.29687	False
chr6:71761396-71761419	REEP1	308.88	189.82	308.88	189.82	-0.69951	7087.7	5872.4	1.5539	0.060104	0.9399	0.12021	0.29687	False
chr1:118844335-118844358	GLI2	127.25	65.487	127.25	65.487	-0.9478	1907.3	1592.8	1.5531	0.060194	0.93981	0.12039	0.29716	False
chr17:47730157-47730180	PGC	82.657	37.963	82.657	37.963	-1.1024	998.78	848.5	1.552	0.060336	0.93966	0.12067	0.2977	False
chr14:41132570-41132593	SFTPA1	135.95	71.182	135.95	71.182	-0.92395	2097.5	1754.8	1.5507	0.060485	0.93952	0.12097	0.29827	False
chr5:63937971-63937994	RELL1	55.468	89.214	55.468	89.214	0.67593	569.42	475.74	1.5472	0.93876	0.061244	0.12249	0.30105	True
chr5:3666814-3666837	4930511M11RIK	67.431	106.3	67.431	106.3	0.6489	755.31	631.23	1.547	0.93884	0.061157	0.12231	0.30078	True
chr4:132204893-132204916	YTHDF2	294.74	180.33	294.74	180.33	-0.70574	6545.1	5479.6	1.5459	0.061067	0.93893	0.12213	0.30066	False
chr1:191719533-191719556	LPGAT1	238.18	140.46	238.18	140.46	-0.75768	4774.5	4001.3	1.5455	0.061117	0.93888	0.12223	0.30074	False
chr6:124861185-124861208	GPR162	72.869	113.89	72.869	113.89	0.63722	841.37	706.44	1.5434	0.93844	0.061558	0.12312	0.30178	True
chr2:121076881-121076904	TGM5	87.008	40.811	87.008	40.811	-1.0738	1067.1	914.28	1.5432	0.061396	0.9386	0.12279	0.30134	False
chr6:48702652-48702675	GIMAP6	182.72	102.5	182.72	102.5	-0.82783	3217.2	2708.3	1.5431	0.061402	0.9386	0.1228	0.30134	False
chr11:97038758-97038781	LRRC46	78.307	121.48	78.307	121.48	0.62706	932.08	784.32	1.5417	0.93827	0.061735	0.12347	0.30233	True
chr3:67384654-67384677	MLF1	600.35	407.16	600.35	407.16	-0.55909	18662	15719	1.5409	0.061665	0.93833	0.12333	0.30215	False
chr1:37950655-37950678	LYG1	151.18	81.621	151.18	81.621	-0.88115	2418.9	2050.3	1.5393	0.061864	0.93814	0.12373	0.3028	False
chr2:28579610-28579633	GTF3C5	304.53	187.92	304.53	187.92	-0.69353	6798.8	5750.6	1.5379	0.062032	0.93797	0.12406	0.30346	False
chr10:118146892-118146915	MDM1	121.81	62.64	121.81	62.64	-0.94844	1750.6	1494.2	1.537	0.06215	0.93785	0.1243	0.30387	False
chr13:97194155-97194178	HEXB	91.358	43.658	91.358	43.658	-1.0483	1137.7	981.63	1.5359	0.062283	0.93772	0.12457	0.30436	False
chr14:33362511-33362534	ARHGAP22	126.16	65.487	126.16	65.487	-0.93552	1840.7	1572.9	1.5355	0.062336	0.93766	0.12467	0.30446	False
chr2:132075568-132075591	SLC23A2	58.73	24.676	58.73	24.676	-1.218	579.84	516.74	1.5343	0.062473	0.93753	0.12495	0.30481	False
chr1:45912409-45912432	SLC40A1	58.73	24.676	58.73	24.676	-1.218	579.84	516.74	1.5343	0.062473	0.93753	0.12495	0.30481	False
chr2:156312171-156312194	SCAND1	30.453	52.2	30.453	52.2	0.75823	236.47	200.98	1.534	0.93648	0.063523	0.12705	0.30845	True
chr5:100846929-100846952	AGPAT9	147.91	79.723	147.91	79.723	-0.88342	2324.9	1985.8	1.5337	0.062556	0.93744	0.12511	0.30505	False
chr12:80340125-80340148	DCAF5	54.38	87.316	54.38	87.316	0.67331	542.39	462.32	1.5318	0.93685	0.063147	0.12629	0.3076	True
chr7:4743012-4743035	SUV420H2	26.102	45.556	26.102	45.556	0.78055	189.23	161.34	1.5316	0.93591	0.064092	0.12818	0.3108	True
chr9:22026613-22026636	ELAVL3	221.87	130.02	221.87	130.02	-0.76636	4217.8	3604.1	1.5307	0.062919	0.93708	0.12584	0.30666	False
chr10:82664623-82664646	GLT8D2	51.117	82.571	51.117	82.571	0.68124	494.66	422.8	1.5297	0.93654	0.063457	0.12691	0.3083	True
chr5:151092794-151092817	STARD13	131.6	69.283	131.6	69.283	-0.91582	1941.6	1673.2	1.5283	0.063215	0.93678	0.12643	0.30763	False
chr19:5729318-5729341	FAM89B	53.292	21.829	53.292	21.829	-1.2499	494.97	449.02	1.5283	0.06322	0.93678	0.12644	0.30763	False
chr16:36620970-36620993	CD86	424.16	276.18	424.16	276.18	-0.61717	10949	9389.3	1.5272	0.063355	0.93664	0.12671	0.30813	False
chr15:84687905-84687928	PRR5	68.519	30.371	68.519	30.371	-1.148	727.63	646.05	1.5268	0.063408	0.93659	0.12682	0.30822	False
chr11:69001799-69001822	PFAS	59.818	94.909	59.818	94.909	0.65717	615.68	530.64	1.5233	0.93586	0.064141	0.12828	0.3108	True
chr4:73403056-73403079	GM11487	178.37	100.6	178.37	100.6	-0.81996	3023.5	2614	1.5228	0.063907	0.93609	0.12781	0.31015	False
chr17:33433328-33433351	ACTL9	288.21	177.48	288.21	177.48	-0.69638	6131	5301.3	1.5211	0.064112	0.93589	0.12822	0.3108	False
chr18:61005800-61005823	SLC6A7	30.453	10.44	30.453	10.44	-1.4591	200.26	200.98	1.5205	0.064189	0.93581	0.12838	0.31086	False
chr2:163495756-163495779	R3HDML	169.67	94.909	169.67	94.909	-0.83144	2794.3	2428.8	1.519	0.064378	0.93562	0.12876	0.31162	False
chr8:69707324-69707347	ZFP869	120.72	62.64	120.72	62.64	-0.93561	1686.9	1474.7	1.5187	0.064419	0.93558	0.12884	0.31165	False
chr11:95265262-95265285	TAC4	65.256	102.5	65.256	102.5	0.64353	693.61	601.92	1.5181	0.93525	0.064746	0.12949	0.31274	True
chr9:78411733-78411756	DDX43	125.07	65.487	125.07	65.487	-0.92312	1775.3	1553.1	1.5176	0.064563	0.93544	0.12913	0.31218	False
chr7:101902055-101902078	TOMT	36.978	61.691	36.978	61.691	0.72307	305.35	265.35	1.5171	0.93462	0.065383	0.13077	0.31489	True
chr8:86548603-86548626	ABCC12	133.77	71.182	133.77	71.182	-0.90085	1958.9	1713.8	1.5165	0.064694	0.93531	0.12939	0.31266	False
chr18:64475139-64475162	FECH	29.365	50.302	29.365	50.302	0.75659	219.17	190.81	1.5156	0.93409	0.065909	0.13182	0.3162	True
chr2:87737949-87737972	OLFR1138	238.18	142.36	238.18	142.36	-0.73845	4590.8	4001.3	1.5154	0.064832	0.93517	0.12966	0.3129	False
chr11:97673849-97673872	MLLT6	2.1752	5.6945	2.1752	5.6945	1.0761	6.1928	5.394	1.5153	0.92145	0.078552	0.1571	0.35184	True
chr19:59937204-59937227	RAB11FIP2	2.1752	5.6945	2.1752	5.6945	1.0761	6.1928	5.394	1.5153	0.92145	0.078552	0.1571	0.35184	True
chr9:107901200-107901223	MON1A	190.33	109.14	190.33	109.14	-0.79666	3295.5	2875.8	1.5153	0.064847	0.93515	0.12969	0.3129	False
chr9:15292157-15292180	4931406C07RIK	216.43	127.18	216.43	127.18	-0.76242	3983.2	3474.7	1.515	0.06488	0.93512	0.12976	0.3129	False
chr1:160940024-160940047	RC3H1	156.61	86.367	156.61	86.367	-0.85124	2467.3	2159.5	1.5144	0.064958	0.93504	0.12992	0.31311	False
chrX:150557260-150557283	ALAS2	40.241	66.436	40.241	66.436	0.70944	343.09	299.59	1.5134	0.93425	0.065748	0.1315	0.31609	True
chr11:117812562-117812585	SYNGR2	87.008	41.76	87.008	41.76	-1.0414	1023.7	914.28	1.511	0.065396	0.9346	0.13079	0.31489	False
chr6:91988214-91988237	FGD5	67.431	105.35	67.431	105.35	0.63608	718.87	631.23	1.5092	0.93414	0.065864	0.13173	0.3162	True
chr19:4102870-4102893	PITPNM1	14.139	26.574	14.139	26.574	0.86508	77.323	67.91	1.509	0.9314	0.0686	0.1372	0.32337	True
chr4:129654904-129654927	KPNA6	229.48	136.67	229.48	136.67	-0.74346	4307.3	3787.8	1.5088	0.065676	0.93432	0.13135	0.31603	False
chr9:21090282-21090305	RAVER1	224.05	132.87	224.05	132.87	-0.74936	4156.3	3656.2	1.5086	0.065702	0.9343	0.1314	0.31603	False
chr2:88224901-88224924	OLFR1170	106.58	159.45	106.58	159.45	0.57662	1397.2	1229.2	1.5078	0.93411	0.065886	0.13177	0.3162	True
chr3:41681744-41681767	SCLT1	149	81.621	149	81.621	-0.86038	2270	2007.2	1.5072	0.065886	0.93411	0.13177	0.3162	False
chr2:30892801-30892824	PTGES	144.65	210.7	144.65	210.7	0.53949	2181.1	1921.8	1.5066	0.93401	0.065991	0.13198	0.31643	True
chrX:145340930-145340953	LHFPL1	57.643	24.676	57.643	24.676	-1.1915	543.39	502.95	1.506	0.066039	0.93396	0.13208	0.31649	False
chr8:121560401-121560424	FBXO31	140.3	75.927	140.3	75.927	-0.8772	2072	1837.7	1.5055	0.066097	0.9339	0.13219	0.3166	False
chr11:53134134-53134157	FSTL4	32.628	55.047	32.628	55.047	0.73698	251.31	221.81	1.5053	0.93293	0.067074	0.13415	0.31962	True
chr14:18216648-18216671	NR1D2	213.17	300.86	213.17	300.86	0.49513	3844.9	3397.8	1.5044	0.93375	0.066251	0.1325	0.31718	True
chrX:141618189-141618212	COL4A5	55.468	88.265	55.468	88.265	0.66067	537.84	475.74	1.5037	0.9333	0.066697	0.13339	0.31848	True
chr19:12674428-12674451	OLFR1442	199.03	115.79	199.03	115.79	-0.77632	3464.6	3071.3	1.5032	0.066391	0.93361	0.13278	0.31768	False
chr2:28716423-28716446	AK8	150.09	82.571	150.09	82.571	-0.85433	2279.3	2028.7	1.5021	0.066532	0.93347	0.13306	0.31819	False
chr17:34610584-34610607	AGPAT1	64.168	28.473	64.168	28.473	-1.1448	637.09	587.44	1.5014	0.066622	0.93338	0.13324	0.31846	False
chr3:92317727-92317750	SPRR2B	145.74	79.723	145.74	79.723	-0.86219	2179	1943.1	1.501	0.066677	0.93332	0.13335	0.31848	False
chr1:135889702-135889725	PKP1	95.709	47.454	95.709	47.454	-0.99702	1164.2	1050.5	1.5	0.066801	0.9332	0.1336	0.31882	False
chr7:19696909-19696932	APOE	169.67	95.858	169.67	95.858	-0.81723	2723.8	2428.8	1.4997	0.066846	0.93315	0.13369	0.31886	False
chr7:17093724-17093747	PSG16	438.3	289.47	438.3	289.47	-0.59682	11075	9856.7	1.4991	0.066921	0.93308	0.13384	0.31905	False
chr7:127019963-127019986	PRRT2	35.891	59.792	35.891	59.792	0.72063	285.65	254.23	1.499	0.93224	0.067757	0.13551	0.32104	True
chr9:19808666-19808689	OLFR859	151.18	83.52	151.18	83.52	-0.84838	2288.7	2050.3	1.4972	0.067174	0.93283	0.13435	0.31993	False
chr14:78307663-78307686	TNFSF11	28.278	48.403	28.278	48.403	0.75482	202.53	180.82	1.4967	0.93155	0.068449	0.1369	0.32286	True
chr7:99118265-99118288	UVRAG	146.83	80.672	146.83	80.672	-0.85598	2188.1	1964.4	1.4959	0.067342	0.93266	0.13468	0.32056	False
chr2:32339932-32339955	DNM1	39.154	64.538	39.154	64.538	0.7068	322.18	288.03	1.4957	0.93192	0.06808	0.13616	0.32198	True
chr1:134971886-134971909	UBE2T	177.28	253.41	177.28	253.41	0.513	2897.7	2590.6	1.4957	0.93262	0.067384	0.13477	0.3206	True
chr8:107392120-107392143	NQO1	81.57	38.913	81.57	38.913	-1.0488	909.82	832.3	1.4952	0.067434	0.93257	0.13487	0.32067	False
chr4:111928677-111928700	SKINT8	116.37	60.742	116.37	60.742	-0.92679	1547.4	1397.6	1.4947	0.0675	0.9325	0.135	0.32081	False
chr1:132434167-132434190	DSTYK	42.416	69.283	42.416	69.283	0.69494	360.92	323.14	1.4946	0.93187	0.068132	0.13626	0.32199	True
chrX:23749944-23749967	WDR44	307.79	193.61	307.79	193.61	-0.66601	6518.2	5841.8	1.494	0.067583	0.93242	0.13517	0.32081	False
chr2:163853949-163853972	KCNK15	234.92	141.41	234.92	141.41	-0.72822	4371.8	3920.8	1.494	0.067592	0.93241	0.13518	0.32081	False
chr2:154130651-154130674	BPIFA3	252.32	153.75	252.32	153.75	-0.71102	4858.1	4356.5	1.4939	0.067603	0.9324	0.13521	0.32081	False
chr7:142895641-142895664	TH	125.07	66.436	125.07	66.436	-0.90268	1719.2	1553.1	1.4933	0.067685	0.93232	0.13537	0.32103	False
chr2:122638318-122638341	AA467197	41.329	16.134	41.329	16.134	-1.3047	317.38	311.29	1.493	0.06772	0.93228	0.13544	0.32103	False
chr7:120182187-120182210	ANKS4B	89.183	43.658	89.183	43.658	-1.0139	1036.3	947.76	1.492	0.067844	0.93216	0.13569	0.32129	False
chr7:19095267-19095290	SIX5	13.051	24.676	13.051	24.676	0.86974	67.571	60.722	1.4918	0.92878	0.071216	0.14243	0.33263	True
chr11:84104243-84104266	TADA2A	13.051	24.676	13.051	24.676	0.86974	67.571	60.722	1.4918	0.92878	0.071216	0.14243	0.33263	True
chr6:149144313-149144336	4833442J19RIK	108.76	55.996	108.76	55.996	-0.94541	1392	1266	1.4908	0.068005	0.93199	0.13601	0.32189	False
chr13:30194616-30194639	MBOAT1	58.73	25.625	58.73	25.625	-1.1657	547.97	516.74	1.4901	0.068096	0.9319	0.13619	0.32198	False
chr5:137621788-137621811	FBXO24	61.993	27.524	61.993	27.524	-1.143	594.08	558.81	1.4883	0.068332	0.93167	0.13666	0.3227	False
chr4:128617875-128617898	TLR12	101.15	51.251	101.15	51.251	-0.96712	1244.8	1138.7	1.4882	0.068352	0.93165	0.1367	0.3227	False
chr14:50653784-50653807	OLFR746	54.38	86.367	54.38	86.367	0.65772	511.58	462.32	1.4877	0.93119	0.068814	0.13763	0.32421	True
chr16:19407534-19407557	OLFR165	121.81	64.538	121.81	64.538	-0.90604	1640.1	1494.2	1.4874	0.068457	0.93154	0.13691	0.32286	False
chr10:30200359-30200382	CENPW	31.54	11.389	31.54	11.389	-1.3932	203.04	211.31	1.4844	0.068855	0.93114	0.13771	0.32424	False
chrX:9948908-9948931	SYTL5	39.154	15.185	39.154	15.185	-1.3108	287.24	288.03	1.4823	0.069137	0.93086	0.13827	0.3254	False
chr9:109146608-109146631	FBXW21	217.52	130.02	217.52	130.02	-0.73792	3827.7	3500.4	1.4797	0.069482	0.93052	0.13896	0.32686	False
chr1:135918796-135918819	PKP1	145.74	80.672	145.74	80.672	-0.84532	2116.8	1943.1	1.4794	0.069522	0.93048	0.13904	0.32688	False
chr19:10535219-10535242	CPSF7	41.329	67.385	41.329	67.385	0.69205	339.47	311.29	1.4768	0.92946	0.070536	0.14107	0.33022	True
chrX:26298889-26298912	GM2030	202.29	119.58	202.29	119.58	-0.75351	3420.3	3145.7	1.4757	0.070008	0.92999	0.14002	0.329	False
chr6:83109374-83109397	MRPL53	69.606	32.269	69.606	32.269	-1.0856	697.04	660.99	1.4753	0.07006	0.92994	0.14012	0.32907	False
chr11:78305163-78305186	SPAG5	59.818	26.574	59.818	26.574	-1.1412	552.56	530.64	1.4749	0.070116	0.92988	0.14023	0.32917	False
chr5:9435344-9435367	9330182L06RIK	11.964	22.778	11.964	22.778	0.87517	58.477	53.786	1.4746	0.92604	0.073964	0.14793	0.34062	True
chr2:26926784-26926807	SURF4	91.358	45.556	91.358	45.556	-0.98827	1048.9	981.63	1.474	0.070238	0.92976	0.14048	0.32957	False
chr19:5951741-5951764	POLA2	22.84	39.862	22.84	39.862	0.77739	144.88	133.46	1.4734	0.92795	0.072048	0.1441	0.33479	True
chr8:121578591-121578614	FBXO31	47.854	19.931	47.854	19.931	-1.2229	389.86	384.43	1.4729	0.070384	0.92962	0.14077	0.32988	False
chr1:93773846-93773869	ATG4B	47.854	19.931	47.854	19.931	-1.2229	389.86	384.43	1.4729	0.070384	0.92962	0.14077	0.32988	False
chr15:69017428-69017451	KHDRBS3	103.32	53.149	103.32	53.149	-0.94604	1258.7	1174.6	1.4727	0.070412	0.92959	0.14082	0.32988	False
chr4:155250603-155250626	2610002J02RIK	36.978	14.236	36.978	14.236	-1.3177	258.6	265.35	1.4717	0.070557	0.92944	0.14111	0.33022	False
chr9:37427771-37427794	ROBO3	107.67	55.996	107.67	55.996	-0.93105	1335.2	1247.6	1.4709	0.070658	0.92934	0.14132	0.33053	False
chr11:73375070-73375093	OLFR376	116.37	61.691	116.37	61.691	-0.90478	1495.1	1397.6	1.469	0.070914	0.92909	0.14183	0.33156	False
chr2:76372045-76372068	RBM45	58.73	92.061	58.73	92.061	0.63972	555.48	516.74	1.4663	0.92836	0.071637	0.14327	0.33358	True
chr9:107692411-107692434	SEMA3F	58.73	92.061	58.73	92.061	0.63972	555.48	516.74	1.4663	0.92836	0.071637	0.14327	0.33358	True
chr10:123704365-123704388	FAM19A2	104.41	54.098	104.41	54.098	-0.93593	1265.6	1192.7	1.4652	0.071427	0.92857	0.14285	0.33328	False
chr8:86550558-86550581	ABCC12	104.41	54.098	104.41	54.098	-0.93593	1265.6	1192.7	1.4652	0.071427	0.92857	0.14285	0.33328	False
chr5:108673818-108673841	SLC26A1	134.86	74.029	134.86	74.029	-0.85663	1850.4	1734.3	1.4649	0.07148	0.92852	0.14296	0.33336	False
chr16:32806726-32806749	GM933	130.51	71.182	130.51	71.182	-0.86549	1760	1652.9	1.4638	0.071624	0.92838	0.14325	0.33358	False
chr4:132728531-132728554	XKR8	90.271	135.72	90.271	135.72	0.58299	1032.8	964.64	1.4633	0.92818	0.071822	0.14364	0.3341	True
chr7:43409320-43409343	SIGLECG	179.45	104.4	179.45	104.4	-0.77576	2816.6	2637.5	1.4631	0.071727	0.92827	0.14345	0.33383	False
chr10:79812330-79812353	PALM	149	214.49	149	214.49	0.52267	2144.6	2007.2	1.4618	0.92807	0.071926	0.14385	0.33442	True
chr8:94811194-94811217	CCL17	33.716	55.996	33.716	55.996	0.71528	248.21	232.46	1.4613	0.92706	0.072945	0.14589	0.33796	True
chr1:139328274-139328297	CRB1	64.168	29.422	64.168	29.422	-1.0991	603.66	587.44	1.4605	0.072079	0.92792	0.14416	0.33479	False
chr18:10705997-10706020	ABHD3	424.16	565.66	424.16	565.66	0.41446	10010	9389.3	1.4602	0.92788	0.072116	0.14423	0.33479	True
chr19:12099380-12099403	OLFR1427	17.402	31.32	17.402	31.32	0.81259	96.859	90.886	1.4599	0.92531	0.07469	0.14938	0.34293	True
chr1:173332553-173332576	DARC	185.98	109.14	185.98	109.14	-0.76347	2951.8	2779.7	1.4587	0.072318	0.92768	0.14464	0.33556	False
chr6:124832164-124832187	CDCA3	40.241	65.487	40.241	65.487	0.68899	318.68	299.59	1.4586	0.92693	0.073075	0.14615	0.33805	True
chr1:193328779-193328802	LAMB3	109.85	57.894	109.85	57.894	-0.91238	1349.6	1284.5	1.4568	0.072581	0.92742	0.14516	0.33661	False
chr3:98161933-98161956	ADAM30	114.2	60.742	114.2	60.742	-0.8998	1428.8	1359.6	1.4563	0.072656	0.92734	0.14531	0.33679	False
chr3:98161484-98161507	ADAM30	52.205	82.571	52.205	82.571	0.65144	461.04	435.84	1.4545	0.92664	0.073356	0.14671	0.33887	True
chr4:155891169-155891192	PUSL1	48.942	20.88	48.942	20.88	-1.1906	393.74	397.09	1.4537	0.07302	0.92698	0.14604	0.33796	False
