id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
4930511M11RIK	5	0.38958	0.55538	0.999361	481	2	0.59532	0.075881	0.19201	0.893092	198	3	0.59532
PRM2	5	0.3905	0.55626	0.999361	482	2	-0.18543	0.38215	0.55897	0.999995	523	1	-0.18543
ALX4	5	0.39646	0.56111	0.999361	483	2	0.37184	0.089673	0.2141	0.913574	220	3	0.37184
INSL5	2	0.39972	0.41362	0.999361	484	1	-0.053941	0.34574	0.37522	0.987908	490	1	-0.053941
PDILT	5	0.40045	0.56439	0.999361	485	1	0.49894	0.028942	0.08751	0.805049	100	4	0.49894
SLC1A1	5	0.40104	0.56478	0.999361	486	2	0.005543	0.3036	0.49503	0.999995	468	1	0.005543
2810008M24RIK	1	0.40111	0.40139	0.999361	487	0	-0.23313	0.59889	0.60039	0.999995	683	0	-0.23313
OLFR340	4	0.4036	0.54813	0.999361	488	2	-0.10712	0.20324	0.35007	0.977861	371	1	-0.10712
ANK	4	0.40361	0.54816	0.999361	489	1	-0.064708	0.59762	0.67402	0.999995	681	1	-0.064708
CCL11	2	0.40427	0.41738	0.999361	490	1	-0.38712	0.63793	0.63583	0.999995	705	0	-0.38712
LEO1	5	0.40448	0.56783	0.999361	491	2	-0.021746	0.75351	0.79979	0.999995	765	1	-0.021746
RBM45	5	0.40723	0.57052	0.999361	492	2	-0.20247	0.58269	0.72312	0.999995	670	2	-0.20247
SPINK10	5	0.4098	0.57265	0.999361	493	1	0.075842	0.16393	0.3247	0.969336	323	2	0.075842
FSTL4	5	0.4134	0.5759	0.999361	494	2	-0.27009	0.21465	0.39633	0.988358	388	2	-0.27009
GPR19	4	0.4136	0.559	0.999361	495	1	0.26797	0.46234	0.60974	0.999995	574	2	0.26797
MLF1	5	0.41478	0.57711	0.999361	496	2	-0.12774	0.63177	0.75018	0.999995	702	1	-0.12774
GSG1	5	0.41523	0.57746	0.999361	497	2	-0.065658	0.47903	0.63617	0.999995	589	2	-0.065658
NKX2-9	5	0.41523	0.57746	0.999361	498	2	-0.62067	0.96505	0.96542	0.999995	937	0	-0.62067
TNFSF11	5	0.41751	0.57931	0.999361	499	2	-0.016576	0.52163	0.6718	0.999995	622	2	-0.016576
OLFR1295	4	0.42115	0.56734	0.999361	500	1	-0.028078	0.52394	0.63927	0.999995	625	1	-0.028078
CHD3	5	0.42185	0.58288	0.999361	501	2	0.25264	0.051203	0.14381	0.860826	159	2	0.25264
SIX5	5	0.42276	0.58375	0.999361	502	2	-0.30295	0.89331	0.89321	0.999995	860	1	-0.30295
TRIML2	5	0.42324	0.58416	0.999361	503	2	-0.204	0.83892	0.84892	0.999995	815	1	-0.204
OLFR1427	5	0.42892	0.58864	0.999361	504	2	-0.25407	0.29541	0.48861	0.999995	463	1	-0.25407
AU022252	4	0.42915	0.57556	0.999361	505	2	-0.51267	0.75271	0.76634	0.999995	764	1	-0.51267
VMN2R101	4	0.43031	0.57685	0.999361	506	2	-0.3188	0.62003	0.68575	0.999995	697	1	-0.3188
OLFR1066	3	0.43115	0.49742	0.999361	507	1	0.37245	0.24405	0.36819	0.986538	421	2	0.37245
2010109A12RIK	2	0.43382	0.44259	0.999361	508	1	-0.496	0.86918	0.868	0.999995	837	0	-0.496
TUBA1B	2	0.43447	0.44304	0.999361	509	1	-0.19335	0.55328	0.55229	0.999995	649	1	-0.19335
FAM159B	4	0.43534	0.58239	0.999361	510	2	0.12116	0.27976	0.4254	0.999995	451	2	0.12116
DGKD	5	0.43597	0.59454	0.999361	511	2	-0.2482	0.28298	0.47845	0.999995	452	1	-0.2482
MAL2	4	0.43604	0.58299	0.999361	512	1	0.23416	0.22831	0.37454	0.987908	405	2	0.23416
ADAM26A	3	0.43985	0.50321	0.999361	513	1	0.21245	0.60817	0.62725	0.999995	691	1	0.21245
ABHD5	5	0.4409	0.59859	0.999361	514	2	0.074294	0.40516	0.57663	0.999995	540	2	0.074294
4933402E13RIK	4	0.44225	0.58617	0.999361	515	1	0.94115	0.0047037	0.016837	0.689081	24	3	0.94115
NFKB1	5	0.44346	0.60085	0.999361	516	2	0.44943	0.21058	0.39088	0.987908	382	3	0.44943
OLFR374	5	0.44466	0.60164	0.999361	517	1	0.29444	0.0048913	0.020144	0.689081	25	2	0.29444
OLAH	5	0.44618	0.60291	0.999361	518	2	0.28654	0.4239	0.59204	0.999995	551	2	0.28654
ENPP6	5	0.44799	0.60431	0.999361	519	2	0.14765	0.34411	0.52798	0.999995	489	2	0.14765
TMEM174	5	0.44844	0.60464	0.999361	520	2	0.10683	0.35117	0.53359	0.999995	495	2	0.10683
PHYHIP	5	0.45025	0.60623	0.999361	521	2	0.24972	0.1724	0.33663	0.977861	336	2	0.24972
MADCAM1	5	0.45161	0.60748	0.999361	522	2	-0.048605	0.26777	0.4668	0.999995	442	2	-0.048605
OLFR1065	1	0.45339	0.45341	0.999361	523	0	-0.10869	0.54661	0.54706	0.999995	643	0	-0.10869
NKX2-1	5	0.45344	0.60922	0.999361	524	1	-0.25837	0.7216	0.78502	0.999995	745	1	-0.25837
EPHX4	5	0.45546	0.61084	0.999361	525	2	-0.18766	0.32295	0.51068	0.999995	478	2	-0.18766
OSGIN2	5	0.45658	0.61166	0.999361	526	2	-0.14401	0.72992	0.78873	0.999995	751	1	-0.14401
SERPINA3I	3	0.45743	0.51449	0.999361	527	1	-0.254	0.93051	0.93007	0.999995	901	0	-0.254
SMAD6	5	0.45946	0.61397	0.999361	528	2	-0.14771	0.16063	0.31966	0.969336	318	1	-0.14771
OAS3	5	0.45946	0.61397	0.999361	529	1	0.44795	0.062108	0.16875	0.893092	174	2	0.44795
CCL19	1	0.46112	0.46096	0.999361	530	0	-0.05637	0.53888	0.53865	0.999995	639	0	-0.05637
OLFR746	2	0.46325	0.46736	0.999361	531	1	-0.1882	0.57115	0.5699	0.999995	662	1	-0.1882
ANKMY1	5	0.46379	0.61755	0.999361	532	2	-0.361	0.75827	0.80243	0.999995	766	1	-0.361
ABCC12	5	0.46603	0.61965	0.999361	533	2	0.35486	0.17627	0.34202	0.977861	340	3	0.35486
BEX4	4	0.46767	0.59697	0.999361	534	1	0.12542	0.45341	0.60104	0.999995	570	1	0.12542
6430598A04RIK	5	0.47003	0.62344	0.999361	535	1	0.36235	0.20225	0.37921	0.987908	369	3	0.36235
WBSCR17	5	0.47052	0.62383	0.999361	536	2	-0.4349	0.96248	0.96287	0.999995	934	0	-0.4349
VMN1R27	4	0.47092	0.59835	0.999361	537	1	1.0144	0.0085079	0.029183	0.700495	41	3	1.0144
HADH	3	0.47207	0.52369	0.999361	538	1	0.29081	0.75976	0.76084	0.999995	767	0	0.29081
DEPDC7	5	0.47232	0.62537	0.999361	539	2	-0.2623	0.17053	0.33393	0.977861	331	2	-0.2623
9530077C05RIK	5	0.4733	0.62635	0.999361	540	1	0.086001	0.19003	0.36157	0.985605	355	1	0.086001
TMEM101	5	0.47635	0.62895	0.999361	541	2	-0.22214	0.92352	0.92388	0.999995	890	0	-0.22214
DEFB8	1	0.47691	0.47704	0.999361	542	0	-0.060338	0.52309	0.52316	0.999995	624	0	-0.060338
SYT1	5	0.47814	0.63062	0.999361	543	2	-0.14476	0.26868	0.46761	0.999995	443	1	-0.14476
WDR26	5	0.47914	0.63137	0.999361	544	1	-0.084859	0.092739	0.21905	0.916546	225	2	-0.084859
KLHL8	5	0.47979	0.63191	0.999361	545	1	0.63338	0.032824	0.097411	0.805049	114	3	0.63338
RHOX10	5	0.48037	0.63246	0.999361	546	2	-0.23374	0.12207	0.26268	0.959473	260	1	-0.23374
TSC1	5	0.48043	0.6325	0.999361	547	2	-0.18789	0.27899	0.4754	0.999995	450	2	-0.18789
PLAGL2	5	0.48171	0.63358	0.999361	548	2	0.32313	0.25973	0.45893	0.999995	439	2	0.32313
RELL1	5	0.48416	0.63571	0.999361	549	2	0.039708	0.14586	0.29799	0.967484	300	1	0.039708
C3AR1	5	0.48661	0.63757	0.999361	550	2	0.19586	0.5545	0.69912	0.999995	650	1	0.19586
C1QTNF4	5	0.48685	0.63786	0.999361	551	1	0.17229	0.41934	0.58831	0.999995	546	2	0.17229
P2RX5	5	0.48705	0.63797	0.999361	552	2	0.058421	0.3634	0.54399	0.999995	508	2	0.058421
ELAVL3	5	0.48839	0.63917	0.999361	553	2	-0.14044	0.42071	0.58931	0.999995	548	2	-0.14044
VMN1R89	5	0.48928	0.64001	0.999361	554	2	-0.12269	0.89448	0.89429	0.999995	862	1	-0.12269
OLFR473	4	0.49116	0.60716	0.999361	555	1	0.6115	0.017624	0.056649	0.805049	63	2	0.6115
GM1574	5	0.49257	0.64306	0.999361	556	1	0.22759	0.24597	0.43986	0.999995	423	3	0.22759
SLC25A10	5	0.49394	0.64432	0.999361	557	2	-0.38076	0.7731	0.81002	0.999995	772	1	-0.38076
MTR	5	0.49415	0.64448	0.999361	558	2	-0.25225	0.80695	0.82838	0.999995	788	1	-0.25225
STARD13	5	0.49699	0.6472	0.999361	559	1	0.52911	0.018914	0.060896	0.805049	67	3	0.52911
RIT1	5	0.49704	0.64729	0.999361	560	2	0.95907	0.0075616	0.029332	0.700495	38	3	0.95907
VWA5A	5	0.49814	0.64831	0.999361	561	2	0.03228	0.89848	0.89796	0.999995	866	0	0.03228
NMRAL1	5	0.49918	0.64909	0.999361	562	1	0.48126	0.082619	0.20281	0.902174	209	3	0.48126
6330512M04RIK	5	0.49947	0.64933	0.999361	563	2	-0.024143	0.96751	0.96786	0.999995	941	0	-0.024143
R3HDML	5	0.49991	0.64976	0.999361	564	2	-0.38144	0.25085	0.44638	0.999995	429	2	-0.38144
LRRC46	5	0.50079	0.65053	0.999361	565	2	-0.059067	0.25307	0.44975	0.999995	430	2	-0.059067
ADRB3	5	0.50146	0.65109	0.999361	566	2	-0.34785	0.62883	0.74914	0.999995	701	1	-0.34785
PIH1D2	5	0.50256	0.65223	0.999361	567	2	0.37565	0.15913	0.31735	0.969336	313	3	0.37565
TMEM62	5	0.503	0.65259	0.999361	568	2	0.091116	0.48461	0.64058	0.999995	596	2	0.091116
CLTB	5	0.50511	0.65442	0.999361	569	1	0.041088	0.50828	0.66061	0.999995	616	2	0.041088
PTGES	5	0.50542	0.65468	0.999361	570	2	0.057472	0.67111	0.7644	0.999995	725	1	0.057472
ADAM26B	5	0.50916	0.65789	0.999361	571	2	0.17285	0.31494	0.5042	0.999995	474	2	0.17285
OLFR1188	5	0.50943	0.6581	0.999361	572	1	-0.059321	0.58227	0.72279	0.999995	669	2	-0.059321
CELF4	5	0.51136	0.65966	0.999361	573	2	1.1947	0.0042893	0.017817	0.689081	23	3	1.1947
ABHD16A	5	0.51495	0.66295	0.999361	574	2	-0.18092	0.48237	0.63885	0.999995	593	1	-0.18092
CASP14	5	0.51574	0.66356	0.999361	575	2	-0.19668	0.38384	0.56017	0.999995	525	2	-0.19668
JDP2	5	0.51661	0.6643	0.999361	576	2	0.51945	0.0059756	0.024153	0.689081	32	3	0.51945
CPSF7	5	0.51836	0.66592	0.999361	577	2	-0.27734	0.57895	0.71989	0.999995	666	2	-0.27734
SLC25A23	5	0.51945	0.66691	0.999361	578	2	0.48533	0.18972	0.36109	0.985605	354	3	0.48533
SPRR2I	1	0.52265	0.52272	0.999361	579	0	0.065329	0.47735	0.47745	0.999995	587	0	0.065329
CENPJ	5	0.52489	0.67162	0.999361	580	2	-0.10929	0.89565	0.8953	0.999995	865	1	-0.10929
TACC3	5	0.52644	0.67296	0.999361	581	1	0.76005	0.019334	0.061995	0.805049	69	4	0.76005
PRRT2	5	0.52988	0.6757	0.999361	582	2	0.27675	0.25394	0.45106	0.999995	434	3	0.27675
STARD3NL	5	0.53092	0.67662	0.999361	583	1	0.15228	0.44573	0.60878	0.999995	567	2	0.15228
ARHGAP32	5	0.53092	0.67662	0.999361	584	1	-0.0074368	0.2727	0.47043	0.999995	446	2	-0.0074368
ZFP648	5	0.53205	0.67758	0.999361	585	2	0.46041	0.014616	0.049124	0.805049	54	3	0.46041
MGST2	5	0.53443	0.67982	0.999361	586	2	0.11354	0.22972	0.41772	0.998244	406	2	0.11354
ATP10B	5	0.53477	0.68004	0.999361	587	1	0.5434	0.1441	0.29541	0.965395	297	3	0.5434
ARL4C	5	0.53572	0.68084	0.999361	588	2	0.59376	0.13885	0.2877	0.965395	288	3	0.59376
PCDH15	5	0.53654	0.6817	0.999361	589	1	-0.16919	0.1516	0.30671	0.969336	305	1	-0.16919
HTR1F	5	0.53917	0.6841	0.999361	590	2	-0.18438	0.71548	0.78247	0.999995	742	1	-0.18438
OLFR212	5	0.53981	0.68473	0.999361	591	2	-0.086925	0.7216	0.78502	0.999995	744	1	-0.086925
ELAVL2	5	0.54006	0.68498	0.999361	592	1	0.030543	0.503	0.65632	0.999995	609	2	0.030543
ZFP192	4	0.5402	0.6308	0.999361	593	1	-0.018056	0.89442	0.89374	0.999995	861	0	-0.018056
LTBP2	5	0.54089	0.68564	0.999361	594	2	0.53546	0.072046	0.186	0.893092	190	3	0.53546
SEZ6	5	0.54123	0.68593	0.999361	595	1	-0.24912	0.030656	0.092015	0.805049	105	2	-0.24912
OLFR65	5	0.54432	0.68868	0.999361	596	2	0.5758	0.065958	0.17616	0.893092	180	3	0.5758
TRIM35	5	0.54617	0.69023	0.999361	597	1	0.50724	0.095329	0.22339	0.91785	230	3	0.50724
MAGI1	5	0.54704	0.691	0.999361	598	1	0.30184	0.21981	0.40387	0.989772	395	2	0.30184
PACRG	5	0.54761	0.69155	0.999361	599	1	-0.086609	0.31333	0.50301	0.999995	473	1	-0.086609
IFT46	5	0.55158	0.69512	0.999361	600	2	-0.12379	0.87632	0.87827	0.999995	844	1	-0.12379
ROBO3	5	0.55164	0.69515	0.999361	601	1	0.34746	0.17485	0.33993	0.977861	338	2	0.34746
PRR5	5	0.55329	0.69655	0.999361	602	2	0.64964	0.027454	0.083827	0.805049	97	3	0.64964
NDP	4	0.55367	0.63775	0.999361	603	1	0.037744	0.44152	0.58918	0.999995	563	2	0.037744
FABP4	5	0.5552	0.69804	0.999361	604	2	-0.014047	0.031447	0.093728	0.805049	108	2	-0.014047
DEFB20	3	0.55559	0.58081	0.999361	605	1	0.42645	0.17114	0.27743	0.959473	333	2	0.42645
FLT3	5	0.55668	0.69931	0.999361	606	2	0.21536	0.0027198	0.011609	0.689081	13	2	0.21536
PSAP	5	0.55711	0.69982	0.999361	607	2	-0.18336	0.55905	0.703	0.999995	653	1	-0.18336
FAM69A	5	0.55735	0.70005	0.999361	608	1	0.039883	0.26101	0.46075	0.999995	440	1	0.039883
UFM1	2	0.55763	0.55574	0.999361	609	1	0.45739	0.14485	0.22977	0.929675	298	1	0.45739
RPL11	1	0.55968	0.56052	0.999361	610	0	0.10081	0.44032	0.44044	0.999995	562	0	0.10081
MINPP1	3	0.56052	0.58452	0.999361	611	1	0.73355	0.095834	0.18193	0.893092	232	2	0.73355
CYP2AB1	5	0.56113	0.70344	0.999361	612	2	-0.030206	0.59606	0.73455	0.999995	680	2	-0.030206
E2F7	5	0.56176	0.70404	0.999361	613	2	0.099389	0.12279	0.26366	0.959473	263	2	0.099389
HCN1	5	0.56261	0.70464	0.999361	614	2	0.62943	0.11382	0.25043	0.959473	253	3	0.62943
CCDC47	4	0.56264	0.6427	0.999361	615	1	-0.025407	0.15746	0.30378	0.969336	309	1	-0.025407
ACADL	5	0.56383	0.70582	0.999361	616	1	0.091021	0.50894	0.66121	0.999995	617	2	0.091021
ZFP808	4	0.56405	0.64348	0.999361	617	1	0.39621	0.13274	0.27205	0.959473	278	3	0.39621
STK30	5	0.56579	0.70746	0.999361	618	1	0.012383	0.91851	0.91918	0.999995	885	0	0.012383
PLIN2	4	0.56591	0.64445	0.999361	619	1	0.47751	0.086403	0.19052	0.893092	217	2	0.47751
MBOAT1	5	0.5685	0.71001	0.999361	620	2	0.19543	0.38453	0.56075	0.999995	526	2	0.19543
OLFR572	5	0.56969	0.71129	0.999361	621	1	0.12273	0.2337	0.42319	0.999545	410	2	0.12273
APOL7A	4	0.57102	0.64715	0.999361	622	1	0.5453	0.083914	0.1862	0.893092	212	3	0.5453
PCF11	5	0.57144	0.71264	0.999361	623	2	0.01924	0.34343	0.52738	0.999995	488	1	0.01924
LGALS3BP	5	0.57301	0.71332	0.999361	624	1	0.5226	0.050655	0.14254	0.860826	156	4	0.5226
SP9	5	0.57521	0.71413	0.999361	625	1	-0.11508	0.74138	0.79416	0.999995	759	1	-0.11508
4921523A10RIK	5	0.57576	0.71433	0.999361	626	1	0.062946	0.3882	0.56334	0.999995	528	2	0.062946
FAM55D	5	0.57822	0.71522	0.999361	627	1	0.13367	0.73221	0.78981	0.999995	753	1	0.13367
MS4A10	5	0.57904	0.71554	0.999361	628	1	-0.12698	0.47979	0.63677	0.999995	591	1	-0.12698
PPCDC	5	0.58392	0.71734	0.999361	629	1	0.49347	0.14086	0.29092	0.965395	289	3	0.49347
TMEM173	5	0.58715	0.7183	0.999361	630	1	0.27921	0.22367	0.40978	0.994605	400	3	0.27921
GHITM	5	0.58876	0.71884	0.999361	631	1	0.022328	0.095758	0.22396	0.91785	231	2	0.022328
OLFR1457	4	0.59143	0.65798	0.999361	632	1	0.2966	0.37613	0.52167	0.999995	518	2	0.2966
OLFR1170	3	0.59257	0.60844	0.999361	633	1	0.64706	0.09807	0.18496	0.893092	234	2	0.64706
4933402D24RIK	2	0.59311	0.59102	0.999361	634	0	-0.094993	0.66329	0.66126	0.999995	715	0	-0.094993
SULT2A3	4	0.59542	0.65988	0.999361	635	1	0.43644	0.23152	0.3777	0.987908	408	2	0.43644
CD164L2	4	0.59806	0.66119	0.999361	636	1	0.015828	0.84374	0.8441	0.999995	820	0	0.015828
IZUMO3	5	0.60196	0.72364	0.999361	637	1	0.26541	0.20465	0.38268	0.987908	372	2	0.26541
SDHAF2	3	0.60342	0.61735	0.999361	638	1	1.393	0.01411	0.036579	0.794807	53	2	1.393
SLC6A20A	5	0.60869	0.72613	0.999361	639	1	-0.11555	0.20192	0.37882	0.987908	368	2	-0.11555
ACE	5	0.61278	0.72772	0.999361	640	1	-0.16194	0.89502	0.89488	0.999995	863	1	-0.16194
9930021D14RIK	5	0.61457	0.72833	0.999361	641	1	0.80007	0.025547	0.078381	0.805049	88	3	0.80007
TMEM45A	5	0.61735	0.72943	0.999361	642	1	-0.040551	0.9214	0.92196	0.999995	887	0	-0.040551
CCL17	3	0.61926	0.6305	0.999361	643	1	-0.13824	0.44649	0.51906	0.999995	568	1	-0.13824
BRE	2	0.62042	0.61825	0.999361	644	0	0.33072	0.20964	0.27472	0.959473	381	1	0.33072
C030006K11RIK	5	0.62238	0.73103	0.999361	645	1	0.87505	0.035284	0.10355	0.81847	120	4	0.87505
TLR12	5	0.62437	0.73176	0.999361	646	1	0.8867	0.013343	0.04555	0.805049	52	4	0.8867
GM5082	4	0.62922	0.67868	0.999361	647	1	0.032914	0.54456	0.64809	0.999995	642	1	0.032914
KCNJ4	5	0.63251	0.73502	0.999361	648	1	0.14987	0.79544	0.82189	0.999995	785	1	0.14987
SPATA2	5	0.63568	0.73627	0.999361	649	1	0.097016	0.1148	0.2517	0.959473	254	2	0.097016
ZNRD1AS	3	0.63616	0.64382	0.999361	650	1	1.0322	0.02559	0.063975	0.805049	89	2	1.0322
RIPK4	5	0.6364	0.73661	0.999361	651	1	0.29047	0.172	0.33607	0.977861	335	2	0.29047
OLFR308	3	0.63899	0.64627	0.999361	652	1	0.27364	0.28851	0.42191	0.999545	455	2	0.27364
TGM5	5	0.64075	0.73848	0.999361	653	1	0.048515	0.38682	0.56241	0.999995	527	2	0.048515
OLFR1442	4	0.6473	0.68922	0.999361	654	1	0.15015	0.13235	0.27126	0.959473	276	2	0.15015
UBN1	5	0.65329	0.74339	0.999361	655	1	-0.28305	0.11962	0.25871	0.959473	257	1	-0.28305
TLE3	5	0.65932	0.74588	0.999361	656	1	0.2566	0.18595	0.35573	0.985605	350	3	0.2566
MTHFR	5	0.66298	0.74732	0.999361	657	1	0.0045319	0.12746	0.27062	0.959473	269	2	0.0045319
TUBB1	5	0.6648	0.7481	0.999361	658	1	-0.15541	0.08769	0.2107	0.908181	219	1	-0.15541
A4GALT	5	0.66684	0.74891	0.999361	659	1	-0.33465	0.84734	0.85495	0.999995	825	1	-0.33465
TRP53BP1	5	0.66842	0.74938	0.999361	660	1	-0.095823	0.47525	0.63309	0.999995	586	1	-0.095823
OLFR1265	3	0.67127	0.67398	0.999361	661	1	0.097066	0.57803	0.60399	0.999995	665	1	0.097066
1110057K04RIK	5	0.67468	0.75222	0.999361	662	1	-0.0027438	0.63858	0.75278	0.999995	706	1	-0.0027438
RPL34	1	0.67578	0.67749	0.999361	663	0	0.36058	0.32422	0.32456	0.969336	480	1	0.36058
OLFR583	2	0.67742	0.67516	0.999361	664	0	0.14831	0.50118	0.50362	0.999995	607	1	0.14831
HEATR7A	5	0.68171	0.75539	0.999361	665	1	-0.26598	0.47142	0.62991	0.999995	581	2	-0.26598
YPEL5	4	0.68313	0.71091	0.999361	666	1	0.032004	0.85592	0.85605	0.999995	831	0	0.032004
GPR84	5	0.68345	0.75625	0.999361	667	1	-0.10296	0.25795	0.45655	0.999995	436	2	-0.10296
ARSA	5	0.68475	0.75694	0.999361	668	1	0.43222	0.12833	0.27185	0.959473	271	3	0.43222
NRIP3	5	0.68648	0.75748	0.999361	669	1	0.07253	0.8865	0.88694	0.999995	853	1	0.07253
SLC19A2	5	0.68862	0.7582	0.999361	670	1	0.44558	0.20479	0.38284	0.987908	373	3	0.44558
UTS2	3	0.68929	0.69172	0.999361	671	1	-0.20275	0.79466	0.796	0.999995	783	0	-0.20275
ZFP326	5	0.68991	0.75875	0.999361	672	1	-0.13462	0.4875	0.64291	0.999995	597	2	-0.13462
VMN1R21	4	0.69007	0.71582	0.999361	673	1	-0.14188	0.37288	0.51866	0.999995	516	1	-0.14188
4931428F04RIK	5	0.69225	0.75974	0.999361	674	1	0.60658	0.00011322	0.0004604	0.460396	1	3	0.60658
CTTNBP2NL	5	0.69793	0.76228	0.999361	675	1	0.21065	0.085433	0.20706	0.902174	215	2	0.21065
KCNS2	5	0.69918	0.7629	0.999361	676	1	0.13158	0.34709	0.53015	0.999995	491	2	0.13158
GGCX	5	0.70002	0.76327	0.999361	677	1	-0.039417	0.40471	0.57617	0.999995	539	2	-0.039417
TMEM198	5	0.70374	0.76492	0.999361	678	1	-0.13681	0.019986	0.063767	0.805049	72	2	-0.13681
BCAP29	3	0.70549	0.70726	0.999361	679	1	-0.19066	0.91825	0.91848	0.999995	884	0	-0.19066
DIS3	5	0.70722	0.76681	0.999361	680	1	0.051301	0.14735	0.3	0.967758	302	2	0.051301
ZFP961	5	0.70885	0.76757	0.999361	681	1	0.13414	0.53744	0.68499	0.999995	638	2	0.13414
AKR1C13	4	0.70915	0.72892	0.999361	682	1	0.28641	0.34991	0.4959	0.999995	494	2	0.28641
FTSJD1	4	0.71242	0.73113	0.999361	683	1	0.59177	0.094848	0.20596	0.902174	228	2	0.59177
OLFR479	3	0.71352	0.7154	0.999361	684	1	0.9958	0.029356	0.072589	0.805049	102	2	0.9958
BZW1	5	0.71429	0.77017	0.999361	685	1	0.28725	0.13233	0.27774	0.959473	275	3	0.28725
SKINT8	3	0.71451	0.71637	0.999361	686	1	0.41332	0.17	0.27581	0.959473	330	2	0.41332
TIMP3	5	0.71588	0.77086	0.999361	687	1	0.33099	0.54132	0.68817	0.999995	640	2	0.33099
FAM89B	5	0.71628	0.771	0.999361	688	1	0.24135	0.46609	0.62517	0.999995	577	2	0.24135
NMI	5	0.71707	0.77138	0.999361	689	1	0.63006	0.085737	0.2075	0.902174	216	3	0.63006
HSP90AA1	4	0.71802	0.73494	0.999361	690	1	0.33602	0.061821	0.14462	0.860826	173	2	0.33602
OLFR351	4	0.72437	0.7397	0.999361	691	1	0.41718	0.19734	0.34441	0.977861	364	2	0.41718
SKINT7	4	0.72702	0.7416	0.999361	692	1	0.0061622	0.70429	0.73382	0.999995	737	1	0.0061622
SLC16A7	5	0.72992	0.77755	0.999361	693	1	0.12628	0.46013	0.62027	0.999995	572	1	0.12628
FKBP10	5	0.73297	0.77902	0.999361	694	1	0.18773	0.48215	0.63871	0.999995	592	2	0.18773
FAM98B	4	0.73418	0.74645	0.999361	695	1	0.076498	0.016882	0.054391	0.805049	60	2	0.076498
OLFR1318	3	0.73456	0.7356	0.999361	696	0	0.24076	0.71323	0.71621	0.999995	741	1	0.24076
C9	5	0.73636	0.78088	0.999361	697	1	0.37512	0.16603	0.32778	0.969755	327	3	0.37512
GAMT	5	0.73748	0.78147	0.999361	698	1	0.42582	0.079689	0.19808	0.898113	206	3	0.42582
SCGB3A2	4	0.73867	0.74987	0.999361	699	1	0.1434	0.85916	0.85921	0.999995	832	0	0.1434
IL1RAPL1	5	0.73934	0.78248	0.999361	700	1	0.49887	0.1597	0.31828	0.969336	316	3	0.49887
OGN	2	0.74077	0.73827	0.999361	701	0	0.01896	0.71753	0.71535	0.999995	743	0	0.01896
TFAP4	5	0.74468	0.78532	0.999361	702	1	-0.083729	0.5777	0.71879	0.999995	664	2	-0.083729
MGL2	5	0.74669	0.78624	0.999361	703	1	0.090026	0.54732	0.69315	0.999995	644	2	0.090026
LFNG	4	0.74747	0.7569	0.999361	704	1	-0.29199	0.61302	0.682	0.999995	695	1	-0.29199
TTYH3	5	0.74904	0.78745	0.999361	705	1	0.28943	0.7741	0.81048	0.999995	773	1	0.28943
APOE	5	0.74958	0.78776	0.999361	706	1	0.81723	0.022128	0.069708	0.805049	81	4	0.81723
HPGD	5	0.75012	0.78802	0.999361	707	1	0.010434	0.20909	0.38878	0.987908	378	2	0.010434
PTPRK	5	0.75066	0.78834	0.999361	708	1	-0.30463	0.81201	0.83174	0.999995	793	1	-0.30463
GRIN2B	5	0.75387	0.79025	0.999361	709	1	0.17975	0.69584	0.77396	0.999995	732	1	0.17975
PRDX4	5	0.75528	0.79111	0.999361	710	1	-0.16314	0.52824	0.67708	0.999995	627	1	-0.16314
RBMX	5	0.75563	0.79131	0.999361	711	1	0.32896	0.0024489	0.01055	0.689081	11	3	0.32896
MDFI	5	0.75774	0.79254	0.999361	712	1	0.15987	0.6648	0.76221	0.999995	718	1	0.15987
BEX6	4	0.75846	0.76553	0.999361	713	1	0.48722	0.046595	0.11565	0.826768	145	2	0.48722
SLC7A3	5	0.76295	0.79571	0.999361	714	1	0.45344	0.043902	0.12556	0.855695	138	4	0.45344
OLFR243	4	0.765	0.77065	0.999361	715	1	0.047409	0.47362	0.61705	0.999995	583	1	0.047409
EPGN	4	0.7669	0.77205	0.999361	716	1	-0.12466	0.23935	0.38558	0.987908	416	2	-0.12466
RAB11FIP2	5	0.76757	0.79825	0.999361	717	1	0.49952	0.030376	0.091302	0.805049	103	4	0.49952
SHISA9	5	0.77427	0.80204	0.999361	718	1	0.18811	0.72239	0.78525	0.999995	746	1	0.18811
OLFR761	2	0.77463	0.772	0.999361	719	0	0.50222	0.12825	0.21388	0.913574	270	1	0.50222
RTBDN	4	0.77922	0.78242	0.999361	720	1	0.11147	0.56264	0.65706	0.999995	657	1	0.11147
SSXB1	2	0.77936	0.77668	0.999361	721	0	0.22049	0.50364	0.50616	0.999995	610	1	0.22049
NRXN1	5	0.78226	0.80657	0.999361	722	1	0.065307	0.36036	0.54135	0.999995	502	1	0.065307
PFAS	5	0.78258	0.80671	0.999361	723	1	0.025618	0.20646	0.38521	0.987908	376	2	0.025618
FGD5	5	0.7829	0.80693	0.999361	724	1	-0.25949	0.44527	0.60841	0.999995	566	2	-0.25949
