sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
chr7:45170443-45170466	SLC17A7	32.269	51.117	32.269	51.117	0.64758	177.63	218.32	1.2756	0.89747	0.10253	0.20506	0.40903	True
chr2:90889555-90889578	C1QTNF4	24.676	40.241	24.676	40.241	0.68365	121.13	148.95	1.2753	0.89667	0.10333	0.20665	0.4108	True
chr8:25038674-25038697	HTRA4	24.676	40.241	24.676	40.241	0.68365	121.13	148.95	1.2753	0.89667	0.10333	0.20665	0.4108	True
chr11:78304120-78304143	SPAG5	210.7	137.04	210.7	137.04	-0.61694	2712.9	3340	1.2752	0.10111	0.89889	0.20223	0.40569	False
chr4:108848203-108848226	KTI12	25.625	10.876	25.625	10.876	-1.1648	108.77	157.16	1.2742	0.10129	0.89871	0.20259	0.40623	False
chr12:11250836-11250859	GEN1	94.909	135.95	94.909	135.95	0.51391	842.19	1037.7	1.274	0.89851	0.10149	0.20298	0.40632	True
chr2:88865110-88865133	OLFR1206	108.2	153.35	108.2	153.35	0.4993	1019.5	1256.4	1.2739	0.89854	0.10146	0.20292	0.40632	True
chr3:55117336-55117359	SPG20	92.061	52.205	92.061	52.205	-0.80663	794.28	992.66	1.2738	0.10137	0.89863	0.20273	0.40628	False
chr15:79485320-79485343	KCNJ4	65.487	96.796	65.487	96.796	0.55671	490.14	605.01	1.2729	0.89808	0.10192	0.20385	0.40734	True
chr11:69557332-69557355	EFNB3	9.4909	3.2628	9.4909	3.2628	-1.2993	19.394	39.013	1.2727	0.10157	0.89843	0.20313	0.40644	False
chr4:83013873-83013896	FREM1	58.843	30.453	58.843	30.453	-0.92801	403.01	518.18	1.2714	0.10179	0.89821	0.20358	0.40698	False
chr19:12674639-12674662	OLFR1442	58.843	30.453	58.843	30.453	-0.92801	403.01	518.18	1.2714	0.10179	0.89821	0.20358	0.40698	False
chrX:107870540-107870563	FAM46D	171.78	234.92	171.78	234.92	0.44933	1993.1	2473.5	1.2695	0.89784	0.10216	0.20433	0.408	True
chr19:10417996-10418019	SYT7	6.6436	2.1752	6.6436	2.1752	-1.2674	9.9833	23.907	1.2692	0.10218	0.89782	0.20436	0.408	False
chr6:40494051-40494074	TAS2R108	83.52	120.72	83.52	120.72	0.52625	692.06	861.41	1.2676	0.8973	0.1027	0.20539	0.40936	True
chr17:47730171-47730194	PGC	27.524	11.964	27.524	11.964	-1.1377	121.06	173.99	1.2674	0.1025	0.8975	0.205	0.40903	False
chr1:60131856-60131879	CARF	44.607	21.752	44.607	21.752	-1.0033	261.18	347.42	1.267	0.10257	0.89743	0.20514	0.40903	False
chr1:88407403-88407426	SPP2	37.014	57.643	37.014	57.643	0.62541	212.76	265.72	1.2655	0.89594	0.10406	0.20811	0.41213	True
chr10:125233452-125233475	SLC16A7	133.82	81.57	133.82	81.57	-0.70736	1365.1	1714.7	1.2649	0.10295	0.89705	0.2059	0.4102	False
chr7:41481084-41481107	AW146154	156.6	215.34	156.6	215.34	0.45707	1725.5	2159.2	1.2642	0.89689	0.10311	0.20622	0.41066	True
chr5:138455901-138455924	ZFP157	117.69	165.31	117.69	165.31	0.48676	1134.2	1420.7	1.2636	0.89672	0.10328	0.20656	0.4108	True
chr11:115604750-115604773	MRPS7	29.422	13.051	29.422	13.051	-1.1144	134	191.34	1.2628	0.10333	0.89667	0.20665	0.4108	False
chr14:20688763-20688786	SEC24C	129.08	78.307	129.08	78.307	-0.71383	1288.7	1626.4	1.2623	0.10342	0.89658	0.20684	0.411	False
chr2:88592193-88592216	OLFR1189	149.01	205.56	149.01	205.56	0.46151	1598.9	2007.3	1.2622	0.89651	0.10349	0.20698	0.41109	True
chr11:120421462-120421485	NPLOC4	55.047	28.278	55.047	28.278	-0.93684	358.3	470.53	1.2614	0.10358	0.89642	0.20717	0.4113	False
chr1:5589221-5589244	OPRK1	76.876	42.416	76.876	42.416	-0.84294	593.74	763.57	1.2604	0.10377	0.89623	0.20754	0.41162	False
chr13:94877410-94877433	OTP	76.876	42.416	76.876	42.416	-0.84294	593.74	763.57	1.2604	0.10377	0.89623	0.20754	0.41162	False
chr13:91741637-91741660	ACOT12	31.32	14.139	31.32	14.139	-1.0942	147.59	209.2	1.26	0.10384	0.89616	0.20768	0.41162	False
chr10:111975591-111975614	KRR1	38.913	18.489	38.913	18.489	-1.0342	208.56	285.49	1.2599	0.10385	0.89615	0.20769	0.41162	False
chr4:88755285-88755308	GM13271	61.691	91.358	61.691	91.358	0.55899	440.08	554.86	1.2595	0.89561	0.10439	0.20878	0.41282	True
chr1:88701387-88701410	ARL4C	46.505	70.694	46.505	70.694	0.59376	292.55	368.91	1.2594	0.89524	0.10476	0.20952	0.41346	True
chr11:100420516-100420539	FKBP10	37.014	17.402	37.014	17.402	-1.0467	192.33	265.72	1.2587	0.10408	0.89592	0.20815	0.41213	False
chr8:71968098-71968121	ZFP961	33.218	52.205	33.218	52.205	0.6368	180.25	227.57	1.2586	0.89446	0.10554	0.21109	0.41602	True
chr11:120421450-120421473	NPLOC4	33.218	15.226	33.218	15.226	-1.0764	161.85	227.57	1.2585	0.10411	0.89589	0.20822	0.41213	False
chr13:12799983-12800006	PRL2C3	119.58	71.781	119.58	71.781	-0.72841	1142.6	1454.4	1.2577	0.10425	0.89575	0.20849	0.4125	False
chr8:105476624-105476647	ZDHHC1	81.621	45.679	81.621	45.679	-0.82374	645.93	833.07	1.2568	0.10442	0.89558	0.20883	0.41282	False
chrX:167489726-167489749	FRMPD4	53.149	27.19	53.149	27.19	-0.94175	336.93	447.27	1.2565	0.10447	0.89553	0.20894	0.41284	False
chr13:27807483-27807506	PRL2A1	159.45	218.61	159.45	218.61	0.45283	1750	2217	1.2565	0.89549	0.10451	0.20903	0.41284	True
chrX:72916356-72916379	CETN2	12.338	21.752	12.338	21.752	0.77044	44.31	56.146	1.2563	0.89003	0.10997	0.21995	0.42528	True
chr6:37915257-37915280	TRIM24	114.84	68.519	114.84	68.519	-0.73665	1072.8	1370.8	1.2558	0.10459	0.89541	0.20917	0.41295	False
chr2:154204755-154204778	BPIFB1	86.367	48.942	86.367	48.942	-0.80684	700.31	904.49	1.2544	0.10485	0.89515	0.2097	0.41364	False
chr8:61877579-61877602	PALLD	112.94	158.79	112.94	158.79	0.48788	1051	1337.8	1.2535	0.89489	0.10511	0.21023	0.41451	True
chr2:90889500-90889523	C1QTNF4	25.625	41.329	25.625	41.329	0.66884	123.3	157.16	1.2526	0.89263	0.10737	0.21474	0.41926	True
chr1:6248428-6248451	RB1CC1	59.792	31.54	59.792	31.54	-0.90166	399.09	530.32	1.2496	0.10573	0.89427	0.21146	0.41642	False
chr19:3852282-3852305	CHKA	14.236	5.438	14.236	5.438	-1.2428	38.705	68.566	1.2495	0.10574	0.89426	0.21147	0.41642	False
chr15:6467401-6467424	C9	125.28	76.132	125.28	76.132	-0.71122	1207.7	1556.8	1.2493	0.10578	0.89422	0.21157	0.41643	False
chr5:145031609-145031632	GM4871	145.21	200.12	145.21	200.12	0.46	1507.4	1932.8	1.249	0.89411	0.10589	0.21178	0.41668	True
chr18:61221029-61221052	PDE6A	153.75	210.99	153.75	210.99	0.45407	1638.3	2101.8	1.2486	0.89405	0.10595	0.2119	0.41673	True
chr9:22026534-22026557	ELAVL3	47.454	71.781	47.454	71.781	0.58695	295.91	379.8	1.2483	0.89324	0.10676	0.21352	0.41855	True
chr5:135967866-135967889	SRCRB4D	42.709	65.256	42.709	65.256	0.60012	254.18	326.35	1.2481	0.89304	0.10696	0.21393	0.41884	True
chr18:61220905-61220928	PDE6A	49.353	25.015	49.353	25.015	-0.95273	296.16	401.9	1.247	0.10619	0.89381	0.21239	0.41733	False
chr19:34474694-34474717	CH25H	49.353	25.015	49.353	25.015	-0.95273	296.16	401.9	1.247	0.10619	0.89381	0.21239	0.41733	False
chr10:80260738-80260761	GAMT	120.53	72.869	120.53	72.869	-0.71832	1136	1471.3	1.2467	0.10625	0.89375	0.2125	0.41737	False
chr12:110279525-110279548	DIO3	146.16	201.21	146.16	201.21	0.45844	1515	1951.3	1.2461	0.89359	0.10641	0.21281	0.41781	True
chr13:119469573-119469596	4833420G17RIK	20.88	8.7008	20.88	8.7008	-1.1734	74.166	117.54	1.2456	0.10646	0.89354	0.21293	0.41785	False
chr2:71324038-71324061	SLC25A12	93.96	133.77	93.96	133.77	0.50516	792.62	1022.6	1.245	0.89327	0.10673	0.21347	0.41855	True
chr1:135885006-135885029	PKP1	57.894	30.453	57.894	30.453	-0.90494	376.52	506.13	1.2438	0.10678	0.89322	0.21356	0.41855	False
chr18:34845951-34845974	REEP2	47.454	23.927	47.454	23.927	-0.95891	276.76	379.8	1.2425	0.10702	0.89298	0.21404	0.41884	False
chr4:129182021-129182044	S100PBP	47.454	23.927	47.454	23.927	-0.95891	276.76	379.8	1.2425	0.10702	0.89298	0.21404	0.41884	False
chrX:87419106-87419129	IL1RAPL1	111.04	66.344	111.04	66.344	-0.73444	999.03	1305	1.2425	0.10703	0.89297	0.21407	0.41884	False
chr13:24820727-24820750	ACOT13	308.45	403.5	308.45	403.5	0.38641	4516.9	5860.4	1.2416	0.8928	0.1072	0.2144	0.41926	True
chr12:111410253-111410276	A230065H16RIK	53.149	79.395	53.149	79.395	0.57017	344.42	447.27	1.241	0.89205	0.10795	0.2159	0.42116	True
chr1:181209230-181209253	WDR26	174.63	237.1	174.63	237.1	0.43899	1950.9	2534	1.2409	0.89265	0.10735	0.2147	0.41926	True
chr9:44783761-44783784	IFT46	64.538	34.803	64.538	34.803	-0.87224	442.08	592.35	1.2409	0.10733	0.89267	0.21466	0.41926	False
chr2:3361635-3361658	OLAH	184.12	249.06	184.12	249.06	0.43379	2108.4	2739	1.2408	0.89264	0.10736	0.21473	0.41926	True
chr15:3347554-3347577	GHR	45.556	22.84	45.556	22.84	-0.96561	258.02	358.11	1.2382	0.10782	0.89218	0.21564	0.42084	False
chr15:82343525-82343548	FAM109B	48.403	72.869	48.403	72.869	0.58036	299.28	390.8	1.2376	0.89129	0.10871	0.21743	0.42235	True
chr2:120986893-120986916	TMEM62	58.843	87.008	58.843	87.008	0.55644	396.62	518.18	1.2373	0.89148	0.10852	0.21705	0.42197	True
chr2:165383238-165383261	ZFP334	75.927	42.416	75.927	42.416	-0.82525	561.48	749.91	1.237	0.10805	0.89195	0.2161	0.42139	False
chr2:91203591-91203614	ACP2	132.87	183.8	132.87	183.8	0.46514	1297	1696.9	1.2364	0.89178	0.10822	0.21644	0.42187	True
chr18:10755533-10755556	MIB1	82.571	118.55	82.571	118.55	0.51653	647.2	847.2	1.2361	0.89154	0.10846	0.21693	0.42197	True
chr7:119519640-119519663	PDILT	30.371	47.854	30.371	47.854	0.63907	152.84	200.21	1.2356	0.88995	0.11005	0.2201	0.42539	True
chr3:95292198-95292221	FAM63A	109.14	65.256	109.14	65.256	-0.73328	963.13	1272.6	1.2356	0.1083	0.8917	0.2166	0.42197	False
chr7:49759731-49759754	HTATIP2	110.09	154.44	110.09	154.44	0.48457	983.24	1288.8	1.2353	0.89151	0.10849	0.21697	0.42197	True
chr9:110548435-110548458	SETD2	125.28	174.02	125.28	174.02	0.47086	1187.6	1556.8	1.2352	0.89154	0.10846	0.21692	0.42197	True
chrX:13103350-13103373	USP9X	125.28	174.02	125.28	174.02	0.47086	1187.6	1556.8	1.2352	0.89154	0.10846	0.21692	0.42197	True
chrX:150560774-150560797	ALAS2	218.29	291.48	218.29	291.48	0.41548	2678.1	3518.7	1.2338	0.89134	0.10866	0.21731	0.42231	True
chr8:13046079-13046102	F10	76.876	110.94	76.876	110.94	0.52341	580.01	763.57	1.2326	0.89083	0.10917	0.21833	0.4234	True
chr2:152479399-152479422	DEFB20	124.33	76.132	124.33	76.132	-0.70034	1161.5	1539.6	1.232	0.10897	0.89103	0.21794	0.42318	False
chr16:32806725-32806748	GM933	149.96	94.621	149.96	94.621	-0.65873	1531	2026.1	1.2314	0.10909	0.89091	0.21818	0.4234	False
chr17:46219399-46219422	XPO5	173.68	112.02	173.68	112.02	-0.62813	1901	2513.8	1.2311	0.10914	0.89086	0.21829	0.4234	False
chr17:21314483-21314506	VMN1R237	71.182	103.32	71.182	103.32	0.53134	516.5	682.81	1.23	0.8903	0.1097	0.21941	0.42495	True
chr17:34242504-34242527	H2-OB	119.58	72.869	119.58	72.869	-0.70701	1091.2	1454.4	1.229	0.10953	0.89047	0.21906	0.42463	False
chr9:123021505-123021528	TMEM42	60.742	32.628	60.742	32.628	-0.87658	395.19	542.54	1.2283	0.10966	0.89034	0.21933	0.42495	False
chr11:76954513-76954536	BLMH	152.8	208.82	152.8	208.82	0.44806	1568.9	2082.8	1.2274	0.89012	0.10988	0.21976	0.42528	True
chr13:19372596-19372619	STARD3NL	135.72	187.07	135.72	187.07	0.46003	1318.3	1750.4	1.2273	0.89008	0.10992	0.21985	0.42528	True
chr6:29320784-29320807	FAM71F1	144.26	197.94	144.26	197.94	0.45371	1440.9	1914.3	1.2269	0.89002	0.10998	0.21995	0.42528	True
chr4:144715323-144715346	GM13178	77.825	112.02	77.825	112.02	0.51988	584.74	777.31	1.2266	0.88972	0.11028	0.22056	0.42592	True
chr13:12247395-12247418	MTR	77.825	112.02	77.825	112.02	0.51988	584.74	777.31	1.2266	0.88972	0.11028	0.22056	0.42592	True
chr13:43376741-43376764	SIRT5	44.607	67.431	44.607	67.431	0.58539	260.47	347.42	1.2245	0.88869	0.11131	0.22262	0.42797	True
chr3:87922416-87922439	MRPL24	16.134	27.19	16.134	27.19	0.71828	61.112	81.72	1.223	0.88506	0.11494	0.22988	0.43721	True
chr1:88701369-88701392	ARL4C	16.134	27.19	16.134	27.19	0.71828	61.112	81.72	1.223	0.88506	0.11494	0.22988	0.43721	True
chr19:3852316-3852339	CHKA	26.574	11.964	26.574	11.964	-1.0889	106.74	165.51	1.2225	0.11076	0.88924	0.22152	0.42749	False
chr15:77488601-77488624	APOL10A	567.55	714.55	567.55	714.55	0.33176	10804	14461	1.2224	0.88922	0.11078	0.22156	0.42749	True
chr11:6342535-6342558	OGDH	58.843	31.54	58.843	31.54	-0.87896	372.73	518.18	1.222	0.11085	0.88915	0.22171	0.42751	False
chr7:24542198-24542221	2310033E01RIK	16.134	6.5256	16.134	6.5256	-1.187	46.165	81.72	1.2219	0.11088	0.88912	0.22175	0.42751	False
chr7:119514907-119514930	PDILT	92.061	130.51	92.061	130.51	0.49894	739.22	992.66	1.2204	0.88865	0.11135	0.2227	0.42797	True
chr15:5212054-5212077	TTC33	76.876	43.504	76.876	43.504	-0.80725	556.85	763.57	1.2203	0.11118	0.88882	0.22236	0.42797	False
chr4:117890923-117890946	DPH2	28.473	13.051	28.473	13.051	-1.0687	118.91	182.6	1.2197	0.11128	0.88872	0.22257	0.42797	False
chr16:4551366-4551389	TFAP4	28.473	13.051	28.473	13.051	-1.0687	118.91	182.6	1.2197	0.11128	0.88872	0.22257	0.42797	False
chr8:86560320-86560343	ABCC12	112.94	68.519	112.94	68.519	-0.71282	986.69	1337.8	1.2193	0.11137	0.88863	0.22275	0.42797	False
chr6:43217234-43217257	OLFR434	130.02	179.45	130.02	179.45	0.46179	1221.6	1643.9	1.2191	0.88852	0.11148	0.22296	0.42797	True
chr6:3374891-3374914	SAMD9L	32.269	15.226	32.269	15.226	-1.0358	145.22	218.32	1.2186	0.1115	0.8885	0.223	0.42797	False
chr19:32486537-32486560	MINPP1	32.269	15.226	32.269	15.226	-1.0358	145.22	218.32	1.2186	0.1115	0.8885	0.223	0.42797	False
chr1:166269542-166269565	ILDR2	32.269	15.226	32.269	15.226	-1.0358	145.22	218.32	1.2186	0.1115	0.8885	0.223	0.42797	False
chr11:70136263-70136286	MGL2	30.371	14.139	30.371	14.139	-1.0512	131.74	200.21	1.2185	0.11151	0.88849	0.22302	0.42797	False
chr9:37918784-37918807	OLFR878	148.06	202.29	148.06	202.29	0.44769	1470.8	1988.6	1.2162	0.888	0.112	0.224	0.42968	True
chr7:96955951-96955974	NARS2	130.97	81.57	130.97	81.57	-0.67657	1220.4	1661.5	1.2151	0.11217	0.88783	0.22434	0.43015	False
chr15:60823450-60823473	FAM84B	11.389	4.3504	11.389	4.3504	-1.2113	24.771	50.227	1.2141	0.11236	0.88764	0.22472	0.4307	False
chr6:29534086-29534109	IRF5	141.41	89.183	141.41	89.183	-0.65916	1364	1859.1	1.2138	0.11242	0.88758	0.22484	0.43074	False
chr14:56261111-56261134	GZMB	294.22	383.92	294.22	383.92	0.38279	4023.5	5465.2	1.2134	0.88751	0.11249	0.22497	0.43083	True
chr6:135242109-135242132	GSG1	61.691	90.271	61.691	90.271	0.5419	408.41	554.86	1.2133	0.887	0.113	0.22601	0.43245	True
chr18:64475136-64475159	FECH	79.723	45.679	79.723	45.679	-0.79021	579.5	805.03	1.2113	0.1129	0.8871	0.22579	0.43221	False
chr9:57421131-57421154	PPCDC	93.96	132.69	93.96	132.69	0.49347	749.91	1022.6	1.211	0.88687	0.11313	0.22625	0.43274	True
chr14:25635932-25635955	ZMIZ1	13.287	22.84	13.287	22.84	0.73863	45.624	62.261	1.2106	0.88151	0.11849	0.23697	0.44553	True
chr14:18215457-18215480	NR1D2	121.48	75.044	121.48	75.044	-0.68767	1078.3	1488.3	1.2075	0.11362	0.88638	0.22723	0.43442	False
chr6:136328944-136328967	GM8994	44.607	22.84	44.607	22.84	-0.9359	236.91	347.42	1.2053	0.11404	0.88596	0.22807	0.43567	False
chr5:140635221-140635244	TTYH3	44.607	22.84	44.607	22.84	-0.9359	236.91	347.42	1.2053	0.11404	0.88596	0.22807	0.43567	False
chr6:55173451-55173474	INMT	88.265	125.07	88.265	125.07	0.4981	677.44	933.58	1.2047	0.88562	0.11438	0.22877	0.43624	True
chr3:26732917-26732940	SPATA16	88.265	125.07	88.265	125.07	0.4981	677.44	933.58	1.2047	0.88562	0.11438	0.22877	0.43624	True
chr7:19697543-19697566	APOE	77.825	44.592	77.825	44.592	-0.78989	552.24	777.31	1.2039	0.11431	0.88569	0.22861	0.43624	False
chr8:56317757-56317780	HPGD	18.033	7.6132	18.033	7.6132	-1.1439	54.283	95.563	1.2033	0.11442	0.88558	0.22885	0.43624	False
chr5:100798312-100798335	HELQ	18.033	7.6132	18.033	7.6132	-1.1439	54.283	95.563	1.2033	0.11442	0.88558	0.22885	0.43624	False
chr9:14592752-14592775	AMOTL1	46.505	69.606	46.505	69.606	0.57171	266.83	368.91	1.2027	0.88457	0.11543	0.23086	0.4379	True
chr10:41898205-41898228	SESN1	46.505	69.606	46.505	69.606	0.57171	266.83	368.91	1.2027	0.88457	0.11543	0.23086	0.4379	True
chr17:34932582-34932605	NEU1	95.858	134.86	95.858	134.86	0.4882	760.67	1052.9	1.202	0.88515	0.11485	0.22971	0.43721	True
chr10:28354714-28354737	PTPRK	172.73	232.75	172.73	232.75	0.42806	1800.7	2493.6	1.2018	0.88525	0.11475	0.22951	0.43721	True
chr6:13078161-13078184	TMEM106B	69.283	100.06	69.283	100.06	0.52394	473.57	656.54	1.2011	0.88475	0.11525	0.2305	0.43777	True
chr9:39511210-39511233	OLFR957	103.45	144.65	103.45	144.65	0.47969	848.73	1176.8	1.201	0.88498	0.11502	0.23004	0.43721	True
chr7:30564276-30564299	U2AF1L4	252.46	331.72	252.46	331.72	0.39256	3141.1	4359.9	1.2004	0.885	0.115	0.23001	0.43721	True
chr10:28493000-28493023	PTPRK	42.709	21.752	42.709	21.752	-0.94194	219.6	326.35	1.2003	0.11501	0.88499	0.23002	0.43721	False
chr7:122754512-122754535	CACNG3	216.39	287.13	216.39	287.13	0.4064	2501.7	3473.7	1.2001	0.88494	0.11506	0.23011	0.43721	True
chr8:47030470-47030493	ENPP6	71.182	40.241	71.182	40.241	-0.80755	478.65	682.81	1.1986	0.11534	0.88466	0.23068	0.4379	False
chr11:43201178-43201201	ATP10B	57.894	84.833	57.894	84.833	0.5434	362.84	506.13	1.1974	0.88384	0.11616	0.23232	0.43976	True
chr18:35736085-35736108	TMEM173	146.16	199.03	146.16	199.03	0.44284	1397.7	1951.3	1.1969	0.88427	0.11573	0.23146	0.43862	True
chr5:30388728-30388751	OTOF	75.927	43.504	75.927	43.504	-0.78956	525.63	749.91	1.1965	0.11575	0.88425	0.2315	0.43862	False
chr1:121527651-121527674	HTR5B	90.163	53.292	90.163	53.292	-0.7477	679.73	962.97	1.1964	0.11576	0.88424	0.23153	0.43862	False
chrX:66654869-66654892	SLITRK2	80.672	46.767	80.672	46.767	-0.77384	574.8	819.01	1.1956	0.11593	0.88407	0.23186	0.43906	False
chr11:84104226-84104249	TADA2A	57.894	31.54	57.894	31.54	-0.8559	347.27	506.13	1.1939	0.11626	0.88374	0.23253	0.43997	False
chr17:69247688-69247711	EPB4.1L3	83.52	118.55	83.52	118.55	0.50023	613.5	861.41	1.1935	0.8834	0.1166	0.23319	0.44105	True
chr13:98636974-98636997	TMEM174	64.538	93.533	64.538	93.533	0.5285	420.37	592.35	1.1914	0.88278	0.11722	0.23445	0.44272	True
chr16:33251579-33251602	SNX4	19.931	8.7008	19.931	8.7008	-1.1095	63.057	110.06	1.191	0.11683	0.88317	0.23367	0.44177	False
chr13:91770166-91770189	ACOT12	151.85	97.884	151.85	97.884	-0.62835	1456.4	2063.8	1.1899	0.11705	0.88295	0.2341	0.44241	False
chr15:47970056-47970079	CSMD3	465.05	588.39	465.05	588.39	0.33873	7606.2	10761	1.189	0.88277	0.11723	0.23446	0.44272	True
chr5:53065518-53065541	SLC34A2	71.182	102.23	71.182	102.23	0.51622	482.14	682.81	1.1884	0.88228	0.11772	0.23545	0.44386	True
chr7:142896963-142896986	TH	83.52	48.942	83.52	48.942	-0.75904	597.81	861.41	1.188	0.11742	0.88258	0.23483	0.44308	False
chr6:135923026-135923049	GRIN2B	78.774	45.679	78.774	45.679	-0.77314	547.64	791.14	1.188	0.11742	0.88258	0.23484	0.44308	False
chr1:121527918-121527941	HTR5B	55.996	30.453	55.996	30.453	-0.85768	326.23	482.31	1.1869	0.11764	0.88236	0.23528	0.44372	False
chr10:128641129-128641152	IKZF4	24.676	39.154	24.676	39.154	0.64509	104.8	148.95	1.1862	0.87963	0.12037	0.24073	0.44903	True
chr8:85080366-85080389	WDR83	24.676	39.154	24.676	39.154	0.64509	104.8	148.95	1.1862	0.87963	0.12037	0.24073	0.44903	True
chr17:46194408-46194431	POLH	141.41	192.5	141.41	192.5	0.44228	1305.1	1859.1	1.1849	0.88191	0.11809	0.23617	0.44504	True
chr6:91988683-91988706	FGD5	65.487	94.621	65.487	94.621	0.52426	424.4	605.01	1.1845	0.88142	0.11858	0.23715	0.44553	True
chr7:28733449-28733472	FBXO17	47.454	25.015	47.454	25.015	-0.8973	251.77	379.8	1.184	0.11821	0.88179	0.23643	0.44533	False
chr13:19372583-19372606	STARD3NL	20.88	33.716	20.88	33.716	0.66598	82.377	117.54	1.1839	0.87849	0.12151	0.24302	0.45267	True
chr14:18222083-18222106	NR1D2	85.418	120.72	85.418	120.72	0.49421	623.24	890.05	1.1834	0.88143	0.11857	0.23714	0.44553	True
chr7:24405699-24405722	1500002O20RIK	124.33	170.75	124.33	170.75	0.4546	1077.5	1539.6	1.1831	0.88153	0.11847	0.23695	0.44553	True
chrX:142189185-142189208	GUCY2F	21.829	9.7884	21.829	9.7884	-1.0814	72.488	125.17	1.1829	0.11842	0.88158	0.23684	0.44553	False
chrX:155338194-155338217	PRDX4	103.45	63.081	103.45	63.081	-0.70486	814.86	1176.8	1.1825	0.1185	0.8815	0.23701	0.44553	False
chr9:19808553-19808576	OLFR859	182.22	243.62	182.22	243.62	0.41694	1884.8	2697.6	1.1821	0.8814	0.1186	0.23721	0.44553	True
chr2:76370266-76370289	RBM45	78.774	112.02	78.774	112.02	0.50262	552.73	791.14	1.1821	0.88111	0.11889	0.23778	0.44624	True
chrX:57388802-57388825	RBMX	72.131	41.329	72.131	41.329	-0.78884	474.38	696.07	1.1813	0.11875	0.88125	0.2375	0.44589	False
chr12:37398721-37398744	AGMO	100.6	140.3	100.6	140.3	0.47582	787.93	1129.8	1.181	0.88104	0.11896	0.23792	0.44624	True
chr5:100791775-100791798	HELQ	155.65	101.15	155.65	101.15	-0.61691	1485.3	2140	1.1799	0.11902	0.88098	0.23804	0.44624	False
chr9:38026226-38026249	OLFR883	54.098	29.365	54.098	29.365	-0.85958	305.86	458.86	1.1798	0.11904	0.88096	0.23807	0.44624	False
chr18:10705997-10706020	ABHD3	565.66	424.16	565.66	424.16	-0.41446	10010	14389	1.1796	0.11909	0.88091	0.23818	0.44626	False
chr14:20929641-20929664	VCL	13.287	5.438	13.287	5.438	-1.15	30.805	62.261	1.1783	0.11933	0.88067	0.23866	0.44673	False
chr15:54746240-54746263	NOV	13.287	5.438	13.287	5.438	-1.15	30.805	62.261	1.1783	0.11933	0.88067	0.23866	0.44673	False
chr17:47820885-47820908	MDFI	113.89	70.694	113.89	70.694	-0.68034	932.97	1354.2	1.1782	0.11937	0.88063	0.23873	0.44673	False
chr7:140153470-140153493	SPRN	45.556	23.927	45.556	23.927	-0.90125	233.91	358.11	1.1777	0.11945	0.88055	0.23891	0.44673	False
chr17:31414149-31414172	PDE9A	8.5418	3.2628	8.5418	3.2628	-1.1625	13.934	33.737	1.1777	0.11946	0.88054	0.23892	0.44673	False
chr13:112546243-112546266	IL31RA	117.69	162.05	117.69	162.05	0.45817	984.14	1420.7	1.177	0.8803	0.1197	0.2394	0.44744	True
chr5:93213280-93213303	2010109A12RIK	134.77	85.92	134.77	85.92	-0.6434	1193.2	1732.5	1.1763	0.11975	0.88025	0.23949	0.44744	False
chr6:134423941-134423964	BCL2L14	25.625	11.964	25.625	11.964	-1.0383	93.322	157.16	1.1755	0.11989	0.88011	0.23978	0.44779	False
chr2:79906019-79906042	PDE1A	165.14	221.87	165.14	221.87	0.42379	1609.1	2334.3	1.1742	0.8798	0.1202	0.2404	0.44878	True
chr15:98931975-98931998	TUBA1B	74.978	43.504	74.978	43.504	-0.77165	495.3	736.33	1.1723	0.12053	0.87947	0.24106	0.44946	False
chr14:30479755-30479778	DCP1A	34.167	52.205	34.167	52.205	0.59733	162.68	236.93	1.1718	0.87776	0.12224	0.24449	0.45383	True
chr11:115928372-115928395	RECQL5	96.807	58.73	96.807	58.73	-0.71147	724.91	1068.1	1.1717	0.12066	0.87934	0.24131	0.44974	False
chr7:142897008-142897031	TH	114.84	71.781	114.84	71.781	-0.67048	927	1370.8	1.1672	0.12157	0.87843	0.24315	0.45267	False
chr14:18216648-18216671	NR1D2	300.86	213.17	300.86	213.17	-0.49513	3844.9	5648.5	1.1669	0.12162	0.87838	0.24324	0.45267	False
chr1:88701455-88701478	ARL4C	135.72	87.008	135.72	87.008	-0.63551	1186.4	1750.4	1.1668	0.12164	0.87836	0.24327	0.45267	False
chr1:92982722-92982745	GPR35	107.25	66.344	107.25	66.344	-0.68471	836.54	1240.4	1.1664	0.12172	0.87828	0.24343	0.45278	False
chr5:104337434-104337457	MEPE	41.76	21.752	41.76	21.752	-0.91026	200.16	315.97	1.1655	0.12191	0.87809	0.24382	0.4531	False
chr7:133691114-133691137	UROS	130.02	177.28	130.02	177.28	0.44429	1116.5	1643.9	1.1655	0.878	0.122	0.244	0.4531	True
chr12:113000223-113000246	BRF1	82.571	48.942	82.571	48.942	-0.74274	565.44	847.2	1.1652	0.12197	0.87803	0.24394	0.4531	False
chr17:72848629-72848652	YPEL5	56.945	31.54	56.945	31.54	-0.83246	322.7	494.17	1.1651	0.12198	0.87802	0.24397	0.4531	False
chr12:11256895-11256918	GEN1	90.163	54.38	90.163	54.38	-0.71909	640.22	962.97	1.161	0.12282	0.87718	0.24565	0.45579	False
